row_id,주제,내용,상세내용,주장/검증매체
140,경제,"[한눈에 이슈] ""지구 존폐 10년 내 결정"" 유엔의 섬뜩한 경고…우리 대응은? / KBS 2023.03.22.","['있는', '기후', '문제', '보고서', '해결', '위기', '에너지', '소비', '이번']",KBS News
141,경제,[청소년 대상] 지구온난화 주범이 육식이라고?!,"['우리', '지구', '있는', '나라', '있어', '세계', '채식']",광주광역시교육청
142,경제,[다큐S프라임] 기후 위기 스페셜 _ 인류에게 보내는 지구의 경고 / YTN 사이언스,"['지구', '인류', '있는', '탄소', '기술', '상승', '환경', '영향', '있다', '변화']",YTN 사이언스
143,경제,공유 전동 킥보드 사용법 이용방법 및 가격 영상하나로끝 총정리,"['이용', '영상', '오늘', '코드', '해서', '비용', '사진']",누구나선불폰
144,경제,"Ep 5 민식이법(특가법), 공시족 그리고 공유 전동킥보드","['모빌리티', '공시', '퍼스', '이후', '업체', '이용', '입니다']",오석주 [Hobbes Oh]
145,경제,원룸 전세 사기 이렇게 칩니다! 책 '전세금을 지켜라'가 출간되었습니다♥,"['보증금', '기억', '하시고', '하면', '우선', '변제', '신고', '이사', '확정', '일자', '배당']",덕방연구소
146,경제,"‘전세 안전판’ 전입신고·확정일자, 모두 뚫렸다 [9시 뉴스] / KBS 2023.03.08.","['전세', '입니다', '임대', '보증금', '위조', '오피스텔', '전입']",KBS News
147,경제,[실제 녹음] 반말로 전세 보증금 못 주겠다고 하는 집주인 참교육 하기,"['지금', '일단', '얘기', '사장', '그럼', '아니']",비지이지TV
148,경제,직접 1억을 사기 당하고 알게된 전세사기의 모든 것,"['확인', '계약', '사람', '소유권', '주소', '때문', '등기', '권리', '관계', '표시']",호갱구조대
149,경제,절세공식] 개인사업? 법인사업? 무엇이 유리할까 - 1편 법인이 유리한 이유 ★ 오승민 회계사,"['소득세', '소득', '법인', '사업자', '벌었을', '체크', '한번', '직장인', '근로', '사업', '보다', '혜택']",오승민세금교육연구소
150,경제,"법인 대표님들의 급여, 얼마로 책정하면 좋을까요?!(이원정 회계사)","['금액', '세율', '회사', '있는', '활용', '보험료']",경제인회계인
151,경제,"G7 ""최저 법인세율 15%""...글로벌 IT기업 매출 발생국에서 세금 납부 합의 / YTN","['합의', '재무', '장관', '글로벌', '기업', '법인', '세율', '위해', '이번', '국제', '하는', '과세']",YTN
152,경제,내게 맞는 부동산 투자유형 찾기(6) / 부동산매매 법인사업자(법인세),"['법인', '양도', '이제', '경우', '가지', '주택', '개인', '가면', '사업']",세금의 모든것 - 가감세무TV
153,경제,블룸버그 통신 한국 국가 경제 부도 순위 포함 발표 빚쟁이 젊음이들의 청춘별곡 다가온다,"['우리', '한국', '국가', '생산', '지금', '금융', '센터', '가입', '계속']",박 홍기 작가 TV 삶 테크
154,경제,블룸버그 한국을 코로나 방역 모범 MVP 국가 지정하는데...일본 본 받자는 의학교수 의견만쓰는 언론? 제대로된 방역대책 속보는 송작가TV에서!!,"['지금', '국가', '정보', '치료', '확대', '우리']",송작가TV
155,경제,최대 4억! 무이자대출~1.91% 정부지원 29가지 총집합! 초저금리 대출 방법 알려드립니다!,"['금리', '창업', '대출', '상공', '다음', '대상', '소상', '공인']",복지마블TV [Welfare Marble]
156,경제,오늘부터 생애 첫 주택 살 때 집값 최대 80% 대출 가능 / YTN,"['규제', '상환', '입니다', '때문', '대출', '원리금']",YTN
157,경제,🥰2023년 바뀐 디딤돌대출❤ 쉽게 설명했어요. 영상보고 저금리상품으로 집사세요🤩 (영상중에 신혼부부.생초 2자녀 소득 7천만원까지가 해당입니다 .7천넘으면 안됩니다. ),"['보금자리', '이용', '디딤돌', '특례', '대출', '조건', '이제', '같은', '경우']",레오대출연구소
158,경제,입출금통장 금리가 연 5%...? 현 시점 혜택 제일 좋은 월급통장 6종 추천‼️,"['추천', '서비스', '통장', '이용', '신청', '하나']",개념있는 희애씨
159,경제,아직 금리 2~3%대! 특례보금자리론 보기 전에 이것 좀 보세요~,"['지금', '대출', '상황', '금리', '전세', '임차권', '등기', '때문', '경우', '보니']",땅집고
160,경제,"한화솔루션(009830)... 온실가스 배출량 기준, 8월 초안 대비 대폭 상향_테마IN이슈 (20211019)","['되고', '부분', '솔루션', '대감', '있는', '강한']",이데일리TV
161,경제,"[박란희의 TalkTalk] 한국전력 8435억? 온실가스 배출권, 소송전 벌어지나","['대해', '배출', '문제', '정부', '이야기', '기준']",임팩트온
162,경제,[굳세라 지구야] 온실가스 배출이 우리나라의 기후대를 바꾼다고요?,"['기후', '아열대', '우리나라', '구분', '따라', '기준', '기후변화', '있다는', '지역']",대한민국 기상청
163,경제,2020년 산업발전부문 관리업체 온라인 실무교육 - ②,"['사용', '경우', '결과', '통보', '개발', '과정', '시정', '해야', '조건', '되는', '오류', '사항', '있습니다', '기간', '확인']",한국에너지공단 : KEA(Korea Energy Agency)
164,경제,"2030 온실가스 배출량 40% 감축 목표, 책임감 있게 준수｜국가 탄소중립 녹색성장 기본계획 합동 브리핑 (23.3.21.)","['산업', '입니다', '중국', '계획', '통해', '탄소', '투입']",KTV 국민방송
165,경제,"이것 모르고 현금서비스, 카드론 쓰면 큰일납니다. feat 돈아끼는 헌서,카드론 사용방법","['카드', '있으시면', '현금', '서비스', '오늘', '말씀', '가지', '좋습니다', '중도', '상환']",은행다니는 우빈아빠
166,경제,"[자막뉴스] ""고신용자도 금리 16%""...돈줄 마르자 '현금 쟁탈전' / YTN","['대출', '금리', '카드', '신용', '확보', '인상', '우려', '최근', '대부', '자금']",YTN
167,경제,"돈 버는 카드론, 현금서비스 사용 방법 / 활용 꿀팁 ㅣ대출지니어스","['저희', '대출', '영상', '해서', '여러분', '선택', '신중하게', '경우']",알려줘! 금융
168,경제,신용점수가 중요한 이유는? 신용점수 즉시 올리는 방법! 대출이자 줄이는 방법!,"['대출', '점수', '방법', '사회', '신용', '사용', '금액', '해서']",복지마블TV [Welfare Marble]
169,경제,신용카드현금화로 신용점수 영향 1도없이 500만원까지 바로 돈 빌리는법 (카드론X),"['상품권', '바로', '대출', '신용카드', '이용', '방법', '현금', '매입', '직접', '마련', '서비스', '현금화', '업체']",모두의대출
170,경제,"미국, 일본은 110V를 쓰는데 한국은 왜 220V를 쓸까? 🤔｜크랩","['볼트', '일본', '미국', '없는', '합니다', '때문', '제품', '입니다']",크랩 KLAB
171,경제,"인덕션 살때 전기증설 꼭 해야 하나요? 우리 집에 적정한 전기용량 산정방법 유럽산 7,400W, 삼성 LG SK 3,400W 인덕션 구입 시 전기증설하지 않고 사용하는 꿀팁","['사용', '전기', '증설', '인덕션', '좋습니다', '방법', '차단기']",재미난 과학
172,경제,분전반 전기용량 계산과 계약전력 산출방법,"['다음', '계약', '있어요', '형광등', '전동기', '삼상']",전기혁명
173,경제,"KEC 주요개정사항-2 (차단기 케이블 설계-1), Korea Electro technical Code, 한국전기설비규정 (민찬식 기술사 )","['부분', '오늘', '시간', '하겠습니다', '변경', '케이블', '설명', '따라서']",전기쟁이들의 공부방
174,경제,7개 수입 생필품에 0% 할당 관세...쇠고기에 첫 적용 / YTN,"['관세', '할당', '적용', '가격', '했습니다', '삼겹살']",YTN
175,경제,"[팩트체크] 수입소고기, 물가 끌어올렸다? 비율 따져 보니 / JTBC 뉴스룸","['소고기', '일단', '입니다', '수입', '축산', '같은', '하는', '농가']",JTBC News
176,경제,"'100g에 2천원' 수입 소고기·기름값도 하락세…""체감물가는 여전히 높아""","['물가', '소비자', '여전히', '하락', '가격', '입니다']",뉴스TVCHOSUN
177,경제,7개 수입 생필품에 0% 할당관세...수입 쇠고기 첫 적용 / YTN,"['관세', '가격', '쇠고기', '입니다', '효과', '정부']",YTN
178,경제,제발 그만 속으세요 (에어컨 여름에 아예 잘못 쓰고있었습니다),"['에어컨', '때문', '모드', '배출', '보면', '중간', '전격']",1분미만
179,경제,에어컨의 이것을 눌렀더니 하루종일 틀어도 한달 전기세가 반으로 줄었습니다! 에어컨 전기세 줄이는 법,"['전기', '절약', '합니다', '코드', '오늘', '기능', '뽑아', '영상', '도움', '하는', '정도']",황금설명서
180,경제,"에어컨 틀 때, 이 '버튼' 먼저 누르세요! 전기세 폭탄 피할 수 있습니다!","['에어컨', '청소', '전기요금', '시래기', '방법', '있는', '공기', '건조']",야무진 큰딸
181,경제,개인파산 3가지만 아니면 면책 문제없다!,"['부분', '가지', '면책', '받아', '보시', '일부', '경우']",회생파산TV 김영룡법무사
182,경제,개인회생 개인파산 비용 속시원하게 알려드리겠습니다,"['이제', '비용', '하실', '있습니다', '연체', '신청서']",[회생변호사] 박시형TV
183,경제,수리비 폭탄 각오하고 사야하는 중고차 TOP5를 뽑아봤습니다,"['이런', '하자', '있으면', '정말', '차량', '했을']",중고차의모든것
184,경제,중고차 초보 90%가 모르는 엔진상태 확인법 - 단 5초면 끝,"['한번', '좋은', '관리', '엔진', '수가', '불구', '상태']",검품중고차
185,경제,"[에디터픽] '투자 귀재' 버핏, 폭탄발언..미국 경제 '초토화' 상황 / YTN","['달러', '문제', '걱정', '우리', '한국은행', '미국']",YTN
186,경제,중국반응│러시아와 대만 군사전문가의 뼈 때리는 발언에 멘붕 온 중국│중국 무기 60% 사용 못해 중국 항모는 전력감 안돼 놀래키는 정도│한국 글로발 방산수출 9위│중국어로[路],"['수출', '세계', '무기', '국제', '중국', '최근']",중국어로 [路]
187,경제,[자막뉴스] 시진핑 작심 발언...韓 경제 위기 '일촉즉발' / YTN,"['중국', '있습니다', '반도체', '무역', '시진핑', '유지', '우리', '기술']",YTN
188,경제,"미국, 일본은 110V를 쓰는데 한국은 왜 220V를 쓸까? 🤔｜크랩","['볼트', '일본', '미국', '없는', '합니다', '때문', '제품', '입니다']",크랩 KLAB
189,경제,中 전기버스 첫 한국 진출…가격도 기술력도 ‘세계수준’ / KBS뉴스(News),"['중국', '전기', '배터리', '있습니다', '사업', '시작', '버스']",KBS News
190,경제,“내년 전기·가스요금 인상 불가피…올해 인상 폭 2배” [9시뉴스] / KBS 2022.12.16.,"['요금', '인상', '정부', '내년', '가스', '채권', '발행', '한도', '계획', '입니다', '국회', '개정']",KBS News
191,경제,아무리 인기가 많아도 수출이 불가능한 한국식품 top3,"['해외', '시장', '기술', '기업', '식품', '국내', '크래프트']",랭킹스쿨
192,경제,[한눈에 이슈] 미국 '제재'에 중국 '반도체' 무너지나 …폐업·감원 속출 / KBS 2023.03.20.,"['입니다', '영향', '의존', '전기차', '했습니다', '핵심', '원자재']",KBS News
193,경제,[월 190만원! 최대 270일 지급!! 2023년 5월 실업급여 변경!! 깐깐해지는 실업급여 싹~다 받으려면..이것 꼭~알아두세요!!] #3.1경제독립tv,"['경우', '실업', '급여', '도움', '오늘', '해야', '이상']",3.1경제독립tv
194,경제,2022년 급여계산 근로시간 계산,"['계산', '시간', '여기', '하면', '근로시간', '야간']",왕노무사TV [노동법알려Dream]
195,경제,"[시리야🎤] 근로시간 개편안 ""오히려 좋아"" 주 69시간, MZ들은 찬성한다?","['생각', '정도', '하는', '이제', '않을까', '시간', '같습니다', '회사', '되면']",매일경제TV
196,경제,30대 초반 연봉이 1억 3천만 원…그런데 왜 그만뒀을까? / SBS / 박병일의 후스토리,"['감당', '청년', '개인', '문제', '부채', '소득']",SBS 뉴스
197,경제,연봉으로 알아보는 나의 맞춤 차량! 대출금액과 가장 많이 판매되는 TOP3는?,"['다음', '장기', '구매', '있는', '서비스', '어플리케이션', '가장']",우파푸른하늘Woopa TV
198,경제,"""내 연봉엔 이 차"" 소득별 자동차 추천","['여러분', '생각', '공금', '월급', '미래', '걸어', '되는', '관리', '처럼']",부티플 - 부의 배수를 높여라
199,경제,항공사 관계자분들이 이 영상을 싫어합니다 - 비행기 기내수하물 꿀팁,"['이런', '해서', '이제', '아니고', '있는데', '추가', '뭔가', '가져가고']",영알남YAN
200,경제,[특가항공권구매] 유튜브 영상 그 어디에도 없는 항공권 싸게 구매하는 방법. 항공권 비교할 때 이 방법도 해보시면 호텔 방값이 굳어요!! (스카이스캐너 바라기들은 무조건 보세요!),"['경우', '항공권', '한번', '있습니다', '정도', '이런', '개월', '같은', '다음', '일정']",여행은 장모모
201,경제,6만원 더 내고 아시아나항공 비즈니스클래스를 탈 수 있는 방법이 있다고?,"['서비스', '비즈니스', '업그레이드', '스탠바이', '이용', '아시아나', '클래스', '같습니다', '한번', '항공', '통해']",잘나가는후추씨
202,경제,"尹 대통령, 시내 백화점에서 김건희 여사와 신발 쇼핑. 오전엔 재래시장 방문 순대 떡볶이 포장 구입","['대통령', '이런', '사람', '모습', '있습니다', '하고', '고르고', '문제', '가지']",성창경TV
