row_id,주제,내용,상세내용,주장/검증 매체,label
231,경제,택배기사들이 고수익자 수준의 월 평균 수익을 벌어들이고 있다,"['택배', '기사', '통운', '평균', '수입', '했습니다', '정도', '해당', '수익', '수령', '노동자', '비롯', '추산']",언론보도,전혀 사실 아님
232,경제,"20년 거주한 집 보유세, 서울이 미국의 2배다","['미국', '유세', '캘리포니아주', '주택', '사례', '기사', '보유', '했습니다', '언급', '서울', '장기', '조사', '해당', '일반', '있는지', '평균', '기간']",언론보도,대체로 사실 아님
233,경제,일본 대졸자 취업률이 한국보다 30%p 높다,"['취업률', '일본', '대졸', '취업', '한국', '조사', '방식', '산정', '입니다', '하는', '개발', '졸업', '국교', '경우', '대상', '했습니다', '대상자', '높다는', '기사', '후생노동성', '진학', '사람', '제외', '합니다', '통계']",언론 보도,전혀 사실 아님
234,경제,광역도시 없는 지역권은 실제 수요와 관계없이 획일적으로 국가교통망 정책에서 소외되고 있다,"['교통', '광역', '대도시권', '전주', '광역시', '전북', '없는', '있다', '광주', '사업', '의원', '도시', '정책', '지역', '실제', '수요', '포함', '정부', '예산', '국가', '계획', '김윤덕', '지난', '소외', '했다', '충북', '강원', '배정', '발언', '대상', '평균', '구간', '나주']",김윤덕,사실
235,경제,"정부가 ""김포-서울 강남 직결"" GTX-D노선 약속 어겼다","['교통', '김포', '정부', '수도권', '노선', '강남', '직결', '철도', '서울', '광역', '주민', '부천', '약속', '계획', '지역', '서부', '있다', '관련', '상황', '위원회', '확인', '당초', '정책', '대도시권', '당시', '검토', '대도시', '국토부', '급행', '구체', '골드', '라인', '호선']",발언인 없음,판단 유보
236,경제,통신비 납부 내역으로 신용점수 올릴 수 있다,"['신용', '점수', '금융', '납부', '평가', '용평', '회사', '통신비', '정보', '가사', '플랫폼', '있다', '제출', '없다', '했다', '이력', '올리는', '서비스', '출시', '공인', '인증', '거쳐', '바탕', '하는', '관계자', '건강', '보험', '된다', '거래', '부족', '파일러']",다수 기업 보도자료,사실
237,경제,비트코인은 환경오염의 원인이다,"['비트코인', '채굴', '전력', '중국', '연간', '사용', '세계', '석탄', '생산', '팩트', '있다', '수준', '캡처', '사진', '탄소', '비율', '때문', '자료', '전기', '따르면', '증가', '발전', '발전소']",일론 머스크,대체로 사실
238,경제,오세훈 시장 취임 이후 언론에서 서울 집값 상승에 긍정적 단어 사용한다,"['취임', '단어', '집값', '언론', '분석', '서울', '보도', '상승', '관련', '사용', '했다', '기사', '경제', '오세훈', '이후', '서울시', '같은', '긍정', '지난', '시장', '대상', '일보', '부정', '효과', '카인즈', '매체', '한국', '전후', '부동산', '팩트', '체크', '독자', '폭등', '비교', '중앙', '연관', '공시가격', '대감', '상위', '제목']",팩트체크 제안,대체로 사실
239,경제,"주택담보대출 규제, 한국만큼 심한 나라 거의 없다","['대출', '규제', '경우', '주택', '한다', '나라', '있다', '정도', '비율', '소득', '한도', '반면', '우리나라', '했다', '심한', '일본', '미국', '적용', '온라인', '담보', '확인', '한국', '최대', '홍콩', '커뮤니티', '누리꾼', '국가', '비교', '같은', '없다', '전문가', '대체로', '지역', '따르면', '싱가포르', '영국', '일반', '평균', '따라', '개인', '대비']",온라인 커뮤니티,대체로 사실
240,경제,"한국의 최저임금 절대 수준, 아시아 18개국 중 1위다","['최저임금', '아시아', '개국', '수준', '한국', '비교', '전경련', '절대', '가운데', '자료', '평균', '호주', '뉴질랜드', '였고', '기준', '재계', '했다', '그동안', '국가', '임금']",전국경제인연합회,대체로 사실 아님
241,경제,"소득 상위 5%가 세금 65% 내는 구조, 문재인 정부 증세 때문이다","['소득', '세금', '비중', '상위', '정부', '내는', '보도', '구조', '했다', '면세', '때문', '증세', '계속', '한경', '있다', '우리나라', '신문', '지난', '근로', '한국', '형성', '기형', '소득세', '같은', '자료', '최근', '나라', '내지', '않는', '면서', '문재인', '들어', '핀셋', '대상', '경제', '국민', '징벌', '변질', '내고', '분배', '하는', '정책', '종합', '조세', '감소', '적게', '사용']",언론 보도,대체로 사실 아님
242,경제,전북 제3금융중심지 논의가 '서울' 과 '부산'의 국제금융도시 순위 하락 원인이다,"['금융', '순위', '평가', '부산', '도시', '중심지', '국제', '지수', '센터', '있다', '서울', '하는', '했다', '기준', '근거', '지정', '지옌', '변화', '자료', '산업', '활용', '조사', '지표', '기록', '위로', '한국', '언론', '경쟁력', '변동', '인프라', '중국', '하여', '경우', '전북', '발전', '세계', '논의', '발표', '환경', '대한', '신뢰', '다시', '결과', '지난', '이러한', '한다', '밝힌', '분석', '개발', '온라인', '설문', '방식', '경영', '분야', '지난해', '기관', '확인', '하락', '이전', '성과']",언론보도,대체로 사실 아님
243,경제,가상화폐 주무부처는 금융위원회다,"['금융', '가상', '화폐', '위원회', '부처', '주무', '보도자료', '되어', '업무', '않고', '기획재정부', '금융위', '국무조정실', '포함', '관련', '유사', '행위', '인정']",홍남기,대체로 사실 아님
244,경제,강원도에서 건설되는 것은 차이나타운이 아니라 한옥단지다,"['강원도', '차이나타운', '사업', '중국', '지사', '국민', '골프장', '단지', '발언', '하는', '건설', '있는', '해달라', '자본', '투자', '투자자']",최문순,전혀 사실 아님
245,경제,가상화폐 투자자 보호법은 없다,"['가상', '화폐', '투자자', '보호', '특금법', '확인', '관련', '규제', '하는', '이종구', '한국', '블록', '체인', '협회', '자율', '위원장', '자문', '강민국', '국민', '의원', '국회', '정무', '유일한', '법인', '결과', '규정', '내용', '직접']",언론사 자체 문제 제기,사실
246,경제,이재명 경기지사가 제안한 재산비례벌금제는 재산액에 비례해 벌금을 매기는 것이다,"['벌금', '재산', '비례', '했다', '소득', '의원', '도입', '일수', '독일', '핀란드', '하는', '지사', '형법', '기준', '이재명', '매기', '개념', '고려', '차등', '한다', '윤희', '정책', '이라면서', '논쟁', '같은', '부과', '제도', '따라', '면서', '지적', '하기', '금액', '자신', '페이스북', '언급', '하며', '우리', '나라', '시행', '거짓', '지난', '개인', '경제력', '국가', '용어', '있다', '해야', '한국', '연구원', '규정', '경제', '교수', '경우', '상태']",윤희숙,대체로 사실 아님
247,경제,한국은행이 SPV에 8조원을 출자하겠다는 약속을 5분의 1밖에 지키지 않았다,"['출자', '했다', '매입', '원내대표', '역할', '채권', '한국은행', '목적', '약속', '코로나', '금융', '기업', '설립', '하지', '운영', '요청', '극복', '하기', '위해', '지키지', '확인', '있는', '조금', '정부', '대출', '재원']",윤호중,전혀 사실 아님
248,경제,"박원순 서울시, 시민단체에 5년간 7천억원 지원했다","['서울시', '시민단체', '민간', '사업', '지원', '보조', '공모', '자료', '의원', '보도', '단체', '했다', '박성', '국민', '박원순', '모두', '매경', '언론', '지난', '했다고', '금액', '규모']",매일경제신문,전혀 사실 아님
249,경제,"비주택담보대출 LTV 규제 신설, LH 사태 때문이다","['규제', '신설', '때문', '대출', '사태', '비주', '담대', '금융', '담보', '커뮤니티', '토지', '주택', '투기', '했다', '거래', '하겠다', '사건', '온라인', '오피스텔', '차단', '관계자', '부총리', '관련', '검토', '하면서', '게시', '유인', '원천', '방안', '이번']",온라인 커뮤니티,대체로 사실 아님
250,경제,임대아파트 공시가격이 분양아파트 역전했다,"['단지', '임대', '아파트', '서초', '분양', '공시가격', '토지', '시세', '서초구', '힐스', '건물', '했다', '정도', '역전', '주택', '비교', '전용', '매매', '서로', '있다고', '서울', '우면동', '면적', '올해', '거래', '자체', '오류', '하면', '상승', '인근', '뛰어넘었다는', '승률', '현상', '보도', '부동산', '지난해', '조선', '비즈']",조은희,판단 유보
251,경제,고위공직자들의 부동산 등 재산 공개는 엄격하게 진행되고 있다,"['주택', '가격', '신고', '거래', '전용', '공개', '고위', '공직자', '부동산', '재산', '의원', '서울', '아파트', '전세', '면적', '보증금', '장관', '국민', '되고', '고함', '대비', '같은', '매물', '셋값', '전혀', '했지만']",언론사 자체 문제제기,전혀 사실 아님
252,경제,전국민 고용보험 정책으로 고용보험기금이 고갈되고 직장인들의 고용보험료만 높아질 수 있다,"['고용', '보험', '정부', '보험료', '인상', '적자', '기금', '국민', '특고', '재정', '특수', '형태', '근로', '종사', '고갈', '직장인', '우려', '금은', '코로나', '국회', '예산정책처']",언론사 자체 문제제기,판단 유보
253,경제,땅투기처벌강화법'에 LH직원 소급처벌 주문 가능했다,"['소급', '형벌', '적용', '규정', '행위', '법규', '법률', '헌법', '원칙', '금지', '하는', '특별법', '범죄', '투기', '처벌', '불소', '한다', '시효', '되지', '해당', '예외', '정지', '따라', '관련', '헌재', '된다', '되는', '허용', '어떠한', '판단', '때문', '일반', '주택', '직원', '사태', '논란', '국회', '정보', '개정안', '있는', '법안', '조문', '된다는', '모든', '형법', '사건', '어떤', '새로운', '절대', '했다', '아닌', '법률관계', '공소']",온라인 커뮤니티,전혀 사실 아님
254,경제,공동주택 공시가격 상승하면 건강보험료 오른다,"['공시가격', '보료', '보험료', '재산', '가입자', '상승', '건강', '가구', '공제', '따라', '지역', '공동', '주택', '피부', '양자', '규모', '오른다', '과세', '표준', '자격', '한시', '정부', '부담', '내년']",언론사 자체 문제 제기,절반의 사실
255,경제,"청년 세대, IMF 때보다 취업 힘들다","['했습니다', '지금', '취업', '외환위기', '상황', '당시', '경제성장률', '코로나', '고용', '경제', '현재', '때문', '실업률', '일자리', '확인', '교수', '투입', '감소', '청년', '전문가', '설명', '덧붙였습니다', '상태', '하는', '의견', '수가', '통계', '성장', '있다고', '이었습니다', '같은', '소득']","SNS, 온라인 커뮤니티",대체로 사실
256,경제,설탕세' 도입 법안의 목적은 세원확충이다,"['건강', '설탕', '부담', '국민', '도입', '음료', '부과', '당류', '하는', '들어간', '국가', '증진', '있다', '가격', '세금', '목적', '된다', '법안', '진법', '개정안', '했다', '세원', '소비', '사용', '병원', '의원', '판매', '내용', '발의', '온라인', '커뮤니티', '하겠다는', '아니냐', '반응', '확충', '첨가', '되는', '인상', '금은', '세는', '권고', '이상']",온라인 커뮤니티,대체로 사실 아님
257,경제,"신도시 땅투기' 의혹 LH직원, 형사처벌 받을 수 있다","['업무', '이용', '직원', '비밀', '투기', '처벌', '부동산', '정보', '처리', '신도시', '지정', '있다', '때문', '부패방지법', '의혹', '경우', '불법', '형사', '해당', '공직자', '적용', '담당', '주택', '대상', '조사', '방지', '이하', '취득', '했다는', '청와대', '했다', '국토부', '판례', '따라', '하는', '결과', '얻은', '구체', '내부', '대책', '위반', '된다', '상대', '과정', '도로', '개설']",언론사 자체 문제제기,사실
258,경제,김영란법 풀어야 '명절 선물' 매출 늘어난다,"['선물', '김영란', '매출', '명절', '있습니다', '때문', '마트', '농수산', '업계', '지난해', '추석', '완화', '입니다', '뉴스룸', '팩트', '체크', '영상', '갈무리', '백화점', '벌써', '수산물', '코로나', '겁니다', '올해', '정치']",김현수,대체로 사실 아님
259,경제,코로나19 상황에서도 가장 큰 이익을 보고 있는 업종은 금융업이다,"['이자', '이익', '원보', '홍익표', '민주당', '정책', '의장', '하였음', '순이익']",홍익표,대체로 사실 아님
260,경제,"2020년에 OECD 모든 국가가 다 마이너스 성장을 했지만, 한국은 가장 선방해서 최상위권 성장률을 유지했다","['한국', '성장', '했다', '대통령', '코로나', '경제', '상위', '통계', '신년', '기자회견', '선방', '국가', '가장', '올해', '마이너스', '유지', '이전', '회복할', '지난해', '회원', '문재인', '모든', '했지만', '해서', '발표', '비교', '경제성장률', '전망', '분기']",문재인,사실
261,경제,공매도가 기관 투자자에게만 허용돼 개인 투자자들만 피해를 본다,"['공매도', '투자자', '재개', '개인', '금지', '기관', '예정', '주가', '반대', '허용', '주식', '코로나', '조치', '종료', '나온다', '하락', '하는', '청원', '피해', '본다', '전문가', '온라인', '매도']",온라인 커뮤니티,대체로 사실 아님
262,경제,문 정부 기간동안 양극화 심해져 기초생활수급자 급증했다,"['소득', '양극화', '했다', '기준', '빈곤', '의원', '빈곤층', '기초', '생활', '수급', '상대', '비교', '폐지', '증가', '부양', '의무', '수준', '지니계수', '정부', '통계', '계층', '인해', '지표', '한국', '급여', '들어', '따르면', '인구', '통계청', '분배', '자료', '복지', '가입', '사회', '격차', '했을', '연관', '적었다', '처분', '가능', '각각', '원내대표']",유승민,대체로 사실 아님
263,경제,경기 위기 속 농업이 고용 절벽 지지했다,"['농업', '취업', '어업', '증가', '일자리', '했다', '고용', '농림', '자수', '감소', '농촌', '대통령', '올해', '지지', '해당', '있다', '비중', '작년', '농업인', '위기', '절벽', '통계청', '발표', '통계', '숫자', '있다는']",언론사 자체 문제제기,절반의 사실
264,경제,"사회적 거리두기 3단계 격상되면 택배, 마트 이용 불가능하다","['단계', '격상', '마트', '운영', '거리', '두기', '여부', '상황', '사회', '택배', '대상', '편의점', '시설', '집합', '금지', '영업', '이용', '정상', '제외', '방역', '당국', '대형', '판매', '경우']","SNS, 온라인 커뮤니티",대체로 사실 아님
265,경제,"""마트 노동자 위한 '구멍 손잡이', 벌레 우려 무시한 탁상행정이다?""","['손잡이', '구멍', '상자', '노동자', '벌레', '마트', '우려', '있습니다', '문제', '정부', '입니다', '탁상', '행정', '뉴스룸', '팩트', '체크', '화면', '갈무리', '하루', '물건', '나르는', '없다고', '합니다', '착한', '들어가면', '어떻게', '이런', '택배', '부담', '건강', '지침']",언론 보도 및 온라인 커뮤니티 이용자,전혀 사실 아님
266,경제,K-방역 홍보비로 1200억원을 사용했다,"['홍보', '방역', '사업', '예산', '지원', '해외', '위해', '편성', '정부', '추가경정예산', '했다', '인도', '세계', '국가', '코로나', '외교부', '내용', '긴급', '구호', '진행', '아닌', '역시', '금액', '집행', '확인', '대표', '때문', '대해', '증액', '협력', '됐다', '대한', '사용', '콘텐츠', '제작', '광고']","안철수, 유승민, 주호영 등",전혀 사실 아님
267,경제,사회적 거리두기 3단계 우려에 사재기 조짐이 보인다,"['사재기', '마트', '조짐', '언론', '생필품', '나타나고', '보도', '했다', '지적', '하는', '주요', '관계자', '사회', '거리', '두기', '단계', '일부', '있다고', '기사', '없다', '점포', '대형', '중소', '현상']",언론 보도,전혀 사실 아님
268,경제,"""내년 2월부터 수도권 새 아파트 입주 시 전월세가 전면 금지된다. 이를 어기면 LH가 매입해 공공임대주택으로 제공한다""","['거주', '전월세', '의무', '시행', '수도권', '적용', '주택', '기간', '택법', '내년', '매입', '대상', '내용', '개정안', '분양', '임대주택', '이를', '한다', '현재', '아파트', '하는', '국토부', '했다', '공급']",보수 유튜버 및 온라인 커뮤니티 이용자,대체로 사실 아님
269,경제,토지임대부·환매조건부 주택은 사회주의적 발상?,"['토지', '주택', '하는', '임대', '개념', '있다', '환매', '조건', '사회주의', '도입', '헌법', '전문가', '제한', '했다', '정책']",온라인 커뮤니티,전혀 사실 아님
270,경제,"""공인인증서 폐지가 아니라 이름만 바꾸는거다""","['인증서', '공인', '폐지', '전자서명', '하는', '아니라', '이름', '제도', '시행', '인증', '게시', '이미지', '지난', '개정안', '서비스', '했다', '정책', '이번', '공유', '있다', '변경', '명칭', '따라', '발급', '사용', '금융', '같은']",소셜미디어 이용자,전혀 사실 아님
271,경제,문재인 정부가 중국에 우리나라 원전 기술 넘겼다,"['중국', '원전', '기술', '한국', '원자력', '가동', '개발', '세대', '관련', '프랑스', '정부', '온라인', '우리나라', '게시', '수출']",온라인 커뮤니티,전혀 사실 아님
272,경제,코로나19 시기 여행 특화 신용카드 '거래 정지' 가능하다?,"['카드', '거래', '중지', '회비', '하는', '은행', '일시', '금융', '신용카드', '여부', '관계자', '경우', '청구', '했다', '이용', '있다', '하지', '사의', '방침', '정지', '시스템']",언론사 자체 문제제기,절반의 사실
273,경제,종부세 영향으로 집값 하락할 것이다,"['종부세', '주택', '집값', '최근', '부담', '하락', '강남', '매물', '보유', '올해', '사람', '있다는', '있습니다', '증가', '분석', '전체', '입니다', '않을']",부동산 관계자,판단 유보
274,경제,"""강력한 대주주 의결권 제한 제도를 갖는 나라들이 있다""?","['주주', '하는', '의결권', '제한', '의견', '있다', '이탈리아', '시민단체', '전문가', '경제', '소수', '최대', '특수', '관계', '교수', '제도', '지적', '이스라엘', '상법', '개정안', '하면', '나라', '우리나라', '했다', '하지', '있어', '추천']",경제개혁연대,대체로 사실 아님
275,경제,"""저희집 정도는 디딤돌 대출로 살 수 있다""","['주택', '대출', '디딤돌', '면적', '거래', '장관', '거주', '요건', '국토부', '하는', '따르면', '평균', '김현미', '아파트', '이하', '있음', '시스템']",김현미,판단 유보
276,경제,은행대출 연체율 역대 최저?,"['대출', '연체', '은행', '포인트', '증가', '지난', '실제', '코로나', '있는', '가계', '기업', '국내', '최저', '사태', '만기', '연장', '이자', '상환', '유예', '지원', '건전성', '전보', '신규']",금융감독원 및 다수 언론의 문제 제기,대체로 사실 아님
277,경제,"""바이든의 탄소배출 억제와 재생에너지 확대 공약은 우리가 가려는 길과 일치한다""","['당선인', '바이든', '원전', '정책', '청정', '에너지', '기술', '미국', '했다', '추진', '비용', '기후변화', '위원회', '홈페이지', '차세대', '첨단', '상업', '하며', '우리', '된다', '대한', '투자', '원자로', '탄소', '하겠다는']",이낙연,대체로 사실 아님
278,경제,"최악의 전세난, 임대차 3법 때문이 아니다?","['임대', '전세', '차법', '장관', '임대차', '때문', '김현미', '서울', '셋값', '통계', '시행', '상승']",김현미,대체로 사실 아님
279,경제,재산세율을 완화하면 중저가 1주택을 보유한 서민과 중산층은 재산세 부담이 완화된다.,"['주택', '재산세', '부담', '정부', '보유', '대해', '방안', '공시가격', '세율', '세금', '효과', '저가', '완화', '이하', '여당', '인하']",김태년,대체로 사실 아님
280,경제,"""대만의 공시가 현실화율은 2017년 90.7%를 넘어섰다""","['현실', '대만', '기준', '공시', '우리나라', '연구원', '공시지가', '국토', '끌어', '한국', '현가', '사용', '비교', '목표', '높이기', '시작', '고지', '계산', '양도소득세']",국토연구원,대체로 사실 아님
281,경제,강남에서는 현재 소유한 집보다 더 넓은 집을 살 수 없다.,"['허가', '거래', '토지', '등기부', '등본', '주소지', '면적', '비교', '현황', '부동산', '정보', '강남', '구청', '계약']",언론사 자체 문제제기,대체로 사실 아님
282,경제,"""OECD 발표에 의하면 우리나라 노동유연성 관련 지표 141개국 중 후진적 수준""","['해고', '위원장', '임금', '했습니다', '우리나라', '노동법', '개정', '기업', '수치']",김종인,대체로 사실 아님
283,경제,"현 상속세 최고세율(50%), 이승만·박정희 때보다 낮다","['상속세', '최고', '세율', '대통령', '박정희', '이승만', '재산', '의원', '현행', '대해', '상속', '세액', '발언', '했다', '재임', '공제', '초과', '하는', '적용', '최대', '국내', '시대', '높았다', '시절', '국세청', '당시', '제도', '낮아졌다']",박용진,사실
284,경제,그린뉴딜 해상풍력으로 年8만개 일자리를 창출할 수 있다,"['해상', '풍력', '일자리', '정부', '했다', '목표', '대규모', '문재인', '관련', '투자', '통해', '출하', '발표', '방안', '없다']",문재인,판단 유보
285,경제,레시피는 특허로 등록할 수 없다,"['특허', '등록', '레시피', '이용', '특허법', '출원', '산업', '요건']",온라인 커뮤니티 및 기사 댓글,전혀 사실 아님
286,경제,“비대면이나 원격 활동으로 통신비 부담이 많이 늘어났다.”,"['통신', '통신비', '가구', '지출', '조사', '검토', '했습니다', '가계', '서비스', '사의', '평균', '올해', '데이터', '부담', '매출', '동향', '지난해', '가입자']",김용범,판단 유보
287,경제,"""국채는 사실은 갚지 않는데 지방채는 갚아야 된다""","['국채', '지방채', '갚지', '했다', '지사', '차환', '된다', '이재명', '인터뷰', '발행', '갚아야', '되는']",이재명,대체로 사실 아님
288,경제,"""8·4 공급대책 효과로 상당한 아파트의 거래가격이 하락했다""","['거래', '했다', '고가', '아파트', '기록', '서울', '매매', '등록', '장관', '정부', '신고', '지난달', '전용']",홍남기,대체로 사실 아님
289,경제,세입자 측 임대료 인상 거부 권리와 이에 맞설 임대인 대항수단이 있다?,"['인상', '계약', '거부', '임차', '보증금', '임대', '임대료', '관계자', '경우', '집주인', '갱신', '있다', '임대차보호법', '입자', '주택임대차보호법', '국토교통부', '증액', '청구', '조건', '합의', '근거']",발언인 없음,대체로 사실
290,경제,대치동 은마 아파트 1인 월세가 110만원?,"['임대', '했다', '아파트', '임대료', '셰어', '하우스', '있다', '의원', '월세', '소득', '신고', '대치은', '가사', '국세청', '은마', '테트리스', '거실', '인당', '집주인', '때문', '사는', '이유', '학부모', '도우미', '고용', '비용', '하는']",장혜영,대체로 사실 아님
291,경제,"한국의 부동산 실효세율, OECD 절반 수준이다.","['유세', '실효', '세율', '부동산', '대통령', '보유', '우리나라', '발표', '세금', '지난', '한국', '발언', '하는', '부담', '평균', '절반', '수준', '정처']",문재인,대체로 사실
292,경제,임대차 3법'으로 임차인이 집주인과 관계가 동등해진다?,"['있다', '하는', '임차', '임대', '정부', '전월세', '시장', '현실', '계약', '갱신', '전세', '임대료', '임대차', '웹툰', '매물', '월세', '입자', '부동산', '정책', '홍보', '현상', '인과', '국토부', '분쟁', '상한', '전환율']",국토교통부,대체로 사실 아님
293,경제,정부의 부동산 대책 목표대로 부동산 가격이 안정됐다,"['가격', '부동산', '대책', '강남', '정부', '거래', '아파트', '상승', '했다', '정책', '집값', '중위', '문재인', '서울시']",발언인 없음,전혀 사실 아님
294,경제,암호화폐로 1만 달러 이상 유학자금을 송금하면 불법이다.,"['화폐', '암호', '송금', '외화', '달러', '외국환', '신고', '대상', '거래', '때문', '있다', '했다']","SNS, 인터넷 커뮤니티",판단 유보
295,경제,"""월세나 이자(전세대출이자)나 세입자에게 마찬가지이다""","['월세', '전세', '대출', '비용', '이자', '매달', '의원', '하는', '은행', '거래', '차이', '된다', '조달', '지불', '보증금']",윤준병,전혀 사실 아님
296,경제,“코로나19 백신 개발을 주도하고 있는 한국의 SK바이오사이언스가 내년 6월부터 연간 2억 개의 백신을 생산할 것이다.”,"['백신', '개발', '바이오', '코로나', '게이츠', '했다', '생산', '관련', '있다', '한국', '지난', '현재', '중이', '국제', '후보', '물질', '주도하고', '연간', '발언', '국내', '진행', '연구소', '미국', '하는', '지원', '대해', '측은']",빌 게이츠,대체로 사실 아님
297,경제,"암호화폐로 얻은 범죄수익, 몰수 가능하다","['암호', '화폐', '범죄', '몰수', '했다', '수익', '은닉', '대상', '자금', '추적', '거래', '가능하다', '취득', '법률', '재산', '하는', '세탁', '기술']",발언인 없음,절반의 사실
298,경제,"ABC마트, 데상트, 무인양품, 유니클로 등 일본 생활용품 브랜드의 매장 수는 일본 불매 운동 여파로 줄었다?","['매장', '일본', '유니클로', '수가', '각각', '불매', '운동', '무인양품', '트는', '증가', '감소', '서울', '경남', '울산']",발언인 없음,대체로 사실 아님
299,경제,유통기한과 소비기한은 같다,"['기한', '유통', '소비', '식품', '소비자', '있음', '의미', '확인', '표시', '사용', '한국', '향기', '연맹', '부회장', '관련', '국회', '기자회견', '같은', '규정']",발언인 없음,전혀 사실 아님
300,경제,일본 불매운동 이후 국내 일본차 판매 실제 감소했다,"['판매', '일본차', '실적', '감소', '브랜드', '상반기', '일본', '불매운동', '이후', '국내', '했는지', '수입', '수치', '가장', '한국', '실제', '수준', '확인', '낮은']",발언인 없음,사실
301,경제,한국은행이 5만 원권 지폐 발행을 중단했다?,"['발행', '중단', '했다', '한국은행', '수요', '지폐', '내용', '농협', '되지', '시중', '지역', '인터넷', '출금', '있는', '최근', '결과', '공급', '설명', '보니']",온라인 커뮤니티 이용자,전혀 사실 아님
302,경제,"인천공항 정규직 전환, 알바로 들어와 노력 없이 정규직 대우받는다?","['정규직', '전환', '보안', '직원', '검색', '논란', '공사', '담당', '하는', '비정규직', '아님', '임금', '받게', '되는', '입사', '공채']",청와대 국민청원,대체로 사실 아님
303,경제,일본 제품 불매운동이 사그라졌다?,"['일본', '불매', '불매운동', '매출', '지난해', '게시', '타깃', '유니클로', '브랜드', '제품', '대한', '맥주', '소비자', '열기', '워드', '추출', '추이', '주요', '마케팅', '관련', '감소', '올해', '있음', '회복', '여파', '대체재']","SNS, 온라인 커뮤니티",판단 유보
304,경제,이재용 기소여부 권고할 검찰수사심의위원회는 비법률전문가들이다,"['심의', '검찰', '위원', '사건', '위원회', '수사', '시민', '전문가', '검사', '의견', '부회장', '있다', '아닌', '결정', '우려', '추첨', '관계', '삼성', '여부', '된다', '일반', '사법', '하는', '법률', '판단', '명단', '구성', '사람', '담당']","SNS, 인터넷 커뮤니티",대체로 사실 아님
305,경제,두산중공업의 부실은 현 정부의 탈원전 때문이다?,"['두산', '중공업', '원전', '입니다', '때문', '부실', '매출', '원인', '회사', '정부', '흑자', '손실', '수주', '영업', '신규', '계획', '건설', '했습니다', '본업', '적자', '있습니다', '비용', '사업', '기간', '정도', '호기', '정책', '단체', '자회사', '초래', '기업', '지난', '지난해', '부진', '감소', '하는']",언론 보도,대체로 사실 아님
306,경제,국제원유가 마이너스면 국내 휘발유 공짜다,"['가격', '국내', '휘발유', '유제품', '국제', '원유', '유가', '미국', '마이너스', '했다', '한국', '주유소', '시장', '싱가포르', '되는', '한다', '영향', '경우', '현물', '반영', '상태', '유류', '거래', '연동', '공짜', '경유', '아닌']",인터넷 커뮤니티 및 SNS,전혀 사실 아님
307,경제,토지공개념은 사회주의 정책이다,"['토지', '개념', '헌법', '하는', '제도', '논의', '총선', '민주당', '하면서', '했다', '국유화', '초과', '도입', '관련', '됐다', '헌재', '여당', '더불어', '원내대표', '인터뷰', '개헌', '여론', '위해', '규제', '소유', '택지', '이득', '폐지']",인터넷 커뮤니티 및 SNS,대체로 사실 아님
308,경제,한국전력공사가 중국에 매각된다.,"['한전', '입찰', '중국', '참여', '업체', '주식', '정부', '공사', '매각', '보유', '있다', '한다', '있는', '사업', '국제', '된다는', '따라', '했다', '공고', '미가', '입국', '이상', '한국', '산업', '은행', '한국전력', '설명', '하는', '해당', '하지', '일부', '지난달', '통해', '관련', '보도', '근거', '방법', '계약', '결정', '가입', '조건', '이번', '대한민국', '총수']",인터넷 커뮤니티 이용자,전혀 사실 아님
309,경제,정부가 한미 환율스와프를 통화스와프로 거짓홍보했다,"['스와프', '통화', '환율', '했다', '달러', '한국은행', '중앙은행', '발표', '유동성', '공급', '한미', '미국', '한국', '표현', '하는', '이번', '정부', '민간', '관계자', '설명', '체결', '은행', '보도자료', '계약', '합의', '거래', '문갑식', '홈페이지', '통해', '양국', '확인', '이었다', '의미', '질문', '외국']",보수 유튜버,전혀 사실 아님
310,경제,"두산重 경영난, 文정부 탈원전 정책 때문이다?","['원전', '두산', '중공업', '발전', '에너지', '석탄', '시장', '전환', '전력', '세계', '사업', '정부', '정책', '악화', '재생에너지', '경영', '결과', '투자', '중심', '했다']",언론 보도,대체로 사실 아님
311,경제,개인 소비자가 마스크 사재기해도 단속된다?,"['단속', '마스크', '매점매석', '행위', '물가', '고시', '사업자', '이번', '된다', '하는', '있다', '가격', '정부', '관련', '개인', '소비자', '기준', '물량', '정법', '경우', '대상', '평균', '판매량', '이상', '확인', '한다', '영업', '시행', '있을까', '목적', '판매', '하여', '상황', '식약처', '약국', '쌓아', '밝혔다', '물가안', '유제품', '인상', '방식']",발언인 없음,사실
312,경제,"""정부가 국민이 낸 건강보험료로 중국인에게 공짜·할인 혜택을 주고 있다.""","['건강', '보험료', '외국인', '중국인', '보험', '있다', '가입자', '공짜', '하는', '지출', '정부', '할인', '중국', '건보', '체류', '혜택', '지역', '있는', '치료', '국내', '가입', '한국', '우리', '경우', '감염병', '국민', '사람', '대한', '받은', '사회', '진료', '부담', '때문', '했다', '전체', '인구', '수도', '포함', '한국인', '있다는', '이를', '그런', '이런', '걷어서', '일까', '이유', '해주거나', '면제', '해주는', '적용', '된다', '정책', '있지만', '환자', '방법', '한다', '아니다', '직장', '소득', '자료', '제도', '지난해', '정도', '많은', '급여', '베트남', '차지', '수치']",인터넷 뉴스 댓글 이용자,전혀 사실 아님
